unit_scope_question_id,development_id,review_queue_type,pass1_total_action,pass1_total_value,pass1_total_reason_code,pass1_low_income_action,pass1_low_income_value,pass1_low_income_reason_code,pass1_notes,pass1_reviewed_on,pass2_search_engine,pass2_search_url,pass2_source_title,pass2_source_type,pass2_source_url,pass2_source_coverage,pass2_published_total_units,pass2_published_total_count_type,pass2_published_low_income_units,pass2_published_low_income_count_type,pass2_notes,pass2_reviewed_on,final_total_action,final_total_value,final_total_reason_code,final_low_income_action,final_low_income_value,final_low_income_reason_code,final_notes,final_reviewed_on,source_rows_changed
UNITQ_DEV_AZA20000035,DEV_AZA20000035,multi_episode_unit_scope,candidate_use_once,80,equal_counts_with_repeat_lineage,candidate_use_once,80,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/arizona/tucson/mission-vista-apts/ouidxicehd5p6wuc4568ugyn | https://section8search.org/arizona/tucson/mission-vista/uktt7hytxkmnna95n9zaujud,Section8Search: MISSION VISTA | Section8Search: MISSION VISTA APTS,public_property_directory,https://section8search.org/arizona/tucson/mission-vista-apts/ouidxicehd5p6wuc4568ugyn | https://section8search.org/arizona/tucson/mission-vista/uktt7hytxkmnna95n9zaujud,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,80,duplicate_reporting_use_once,use_once_reporting_value,80,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_AZA20129081,DEV_AZA20129081,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/arizona/maricopa-county/mesa/residences-at-center-street-station-29392-lihtc | https://section8search.org/arizona/mesa/encore-on-1st/evp0ni9kqs486lrwekeq9o8t,Affordable Housing Hub: RESIDENCES AT CENTER STREET STATION | Section8Search: ENCORE ON 1ST,public_property_directory,https://affordablehousinghub.org/housing/arizona/maricopa-county/mesa/residences-at-center-street-station-29392-lihtc | https://section8search.org/arizona/mesa/encore-on-1st/evp0ni9kqs486lrwekeq9o8t,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19880285,DEV_CAA19880285,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://www.affordablehousing411.com/housing/lihtc-details-noble-creek-apts-755-xenia-ave-beaumont-ca-92223/,"NOBLE CREEK APTS | Low Income Housing | 755 XENIA AVE Beaumont, CA ...",public_property_directory,https://www.affordablehousing411.com/housing/lihtc-details-noble-creek-apts-755-xenia-ave-beaumont-ca-92223/,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19900065,DEV_CAA19900065,multi_episode_unit_scope,candidate_use_once,104,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/sacramento-county/sacramento/woodhaven-senior-residence-1009-lihtc | https://affordablehousinghub.org/housing/california/sacramento-county/sacramento/woodhaven-senior-residences-29556-lihtc,"Woodhaven Senior Residence | Affordable Housing in Sacramento, CA | Woodhaven Senior Residences | Affordable Housing in Sacramento, CA",public_property_directory,https://affordablehousinghub.org/housing/california/sacramento-county/sacramento/woodhaven-senior-residence-1009-lihtc | https://affordablehousinghub.org/housing/california/sacramento-county/sacramento/woodhaven-senior-residences-29556-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen cross_address_round2 source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,104,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19900087,DEV_CAA19900087,multi_episode_unit_scope,candidate_use_once,119,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/alameda-county/oakland/frank-g-mar-community-housing-26874-lihtc | https://section8search.org/california/oakland/frank-g-mar-apartments/ct20frs3his86pjgyie5xa6t,Affordable Housing Hub: FRANK G MAR COMMUNITY HOUSING | Section8Search: FRANK G MAR APARTMENTS,public_property_directory,https://affordablehousinghub.org/housing/california/alameda-county/oakland/frank-g-mar-community-housing-26874-lihtc | https://section8search.org/california/oakland/frank-g-mar-apartments/ct20frs3his86pjgyie5xa6t,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,119,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19920205,DEV_CAA19920205,multi_episode_unit_scope,candidate_use_once,40,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/roberta-stevens-villas-28725-lihtc | https://section8search.org/california/los-angeles/roberta-stephens-villas-i-ii/rij0hawpk2q8zlh6yktu1eau,Affordable Housing Hub: ROBERTA STEVENS VILLAS | Section8Search: ROBERTA STEPHENS VILLAS I + II,public_property_directory,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/roberta-stevens-villas-28725-lihtc | https://section8search.org/california/los-angeles/roberta-stephens-villas-i-ii/rij0hawpk2q8zlh6yktu1eau,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,40,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19930010,DEV_CAA19930010,multi_episode_unit_scope,candidate_use_once,175,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/california/san-francisco/tenderloin-family-housing/gny41918dwbr3wyvja8cx0cr | https://section8search.org/california/san-francisco/turk-street-apts/gq220nwglotdpg6f6ak8ukpw,Section8Search: TENDERLOIN FAMILY HOUSING | Section8Search: TURK STREET APTS,public_property_directory,https://section8search.org/california/san-francisco/tenderloin-family-housing/gny41918dwbr3wyvja8cx0cr | https://section8search.org/california/san-francisco/turk-street-apts/gq220nwglotdpg6f6ak8ukpw,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,175,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19930225,DEV_CAA19930225,multi_episode_unit_scope,candidate_use_once,65,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/san-bernardino-county/twentynine-palms/sage-wood-manor-28895-lihtc | https://section8search.org/california/twentynine-palms/sagewood-manor-apartments/hnhiihpyh72poadinx3jz2vc,Affordable Housing Hub: SAGE WOOD MANOR | Section8Search: SAGEWOOD MANOR APARTMENTS,public_property_directory,https://affordablehousinghub.org/housing/california/san-bernardino-county/twentynine-palms/sage-wood-manor-28895-lihtc | https://section8search.org/california/twentynine-palms/sagewood-manor-apartments/hnhiihpyh72poadinx3jz2vc,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,65,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19940125,DEV_CAA19940125,multi_episode_unit_scope,candidate_use_once,48,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/sonoma-county/windsor/forest-winds-2-26868-lihtc | https://section8search.org/california/windsor/forest-winds/amsi240tycsystz6g93gn14c,Affordable Housing Hub: FOREST WINDS 2 | Section8Search: FOREST WINDS,public_property_directory,https://affordablehousinghub.org/housing/california/sonoma-county/windsor/forest-winds-2-26868-lihtc | https://section8search.org/california/windsor/forest-winds/amsi240tycsystz6g93gn14c,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,48,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19940492,DEV_CAA19940492,multi_episode_unit_scope,candidate_use_once,73,equal_counts_with_repeat_lineage,candidate_use_once,72,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/california/oakland/c-l-dellums-apts/wg61zldbyjs95j6903t70yxw,Section8Search: C L DELLUMS APTS,public_property_directory,https://section8search.org/california/oakland/c-l-dellums-apts/wg61zldbyjs95j6903t70yxw,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,73,duplicate_reporting_use_once,use_once_reporting_value,72,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA19960223,DEV_CAA19960223,multi_episode_unit_scope,candidate_use_once,128,equal_counts_with_repeat_lineage,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/kern-county/bakersfield/summerhill-apts-26552-lihtc | https://section8search.org/california/bakersfield/summerhill-family-apartments/bcd62uql7cjur3jj5c1u9ij6,Affordable Housing Hub: SUMMERHILL APTS | Section8Search: SUMMERHILL FAMILY APARTMENTS,public_property_directory,https://affordablehousinghub.org/housing/california/kern-county/bakersfield/summerhill-apts-26552-lihtc | https://section8search.org/california/bakersfield/summerhill-family-apartments/bcd62uql7cjur3jj5c1u9ij6,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,128,duplicate_reporting_use_once,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA19990715,DEV_CAA19990715,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://www.affordablehousing411.com/housing/lihtc-details-west-capitol-courtyards-ii-2455-w-capitol-ave-west-sacramento-ca-95691/,WEST CAPITOL COURTYARDS II | Low Income Housing | 2455 W CAPITOL AVE ...,public_property_directory,https://www.affordablehousing411.com/housing/lihtc-details-west-capitol-courtyards-ii-2455-w-capitol-ave-west-sacramento-ca-95691/,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA20040075,DEV_CAA20040075,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/california/long-beach/casa-de-cabrillo/kqriiyvedyjf569pco0ef1rj | https://section8search.org/california/long-beach/family-commons-at-cabrillo/smkuspywcpnfd6ryijunhdki | https://section8search.org/california/long-beach/plaza-de-cabrillo/zg210yc65oy6s53lnj62k9x8,Section8Search: CASA DE CABRILLO | Section8Search: FAMILY COMMONS AT CABRILLO | Section8Search: PLAZA DE CABRILLO,public_property_directory,https://section8search.org/california/long-beach/casa-de-cabrillo/kqriiyvedyjf569pco0ef1rj | https://section8search.org/california/long-beach/family-commons-at-cabrillo/smkuspywcpnfd6ryijunhdki | https://section8search.org/california/long-beach/plaza-de-cabrillo/zg210yc65oy6s53lnj62k9x8,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA20040100,DEV_CAA20040100,multi_episode_unit_scope,candidate_sum_components,204,component_lineage_nonoverlap_unconfirmed,candidate_sum_components,202,component_lineage_nonoverlap_unconfirmed,Read the HUD financing components separately. No episode values were summed until the outside record established one physical property and the nonoverlapping component scope.,2026-08-11,public_registry,https://bridgehousing.com/properties/copper-creek-apartments/,Copper Creek Apartments,property_owner,https://bridgehousing.com/properties/copper-creek-apartments/,development_total_only,204,exact,,not_reported,The owner reports 204 affordable apartments. HUD's 48-unit and 156-unit financing components sum to the published property total; their low-income counts sum to 202.,2026-08-11,sum_selected_components,204,distinct_components_sum,sum_selected_components,202,distinct_components_sum,The owner reports 204 affordable apartments. HUD's 48-unit and 156-unit financing components sum to the published property total; their low-income counts sum to 202.,2026-08-11,FALSE
UNITQ_DEV_CAA20050525,DEV_CAA20050525,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/california/carmichael/sierra-sunrise-senior-apartments/gis9zw8ue5ek64zwc45l6bh7 | https://section8search.org/california/carmichael/sierra-sunrise-senior-apts-i/nkqtyzzp1tk75d98g7ir83l2 | https://section8search.org/california/carmichael/sierra-sunrise-senior-apts-ii/en8m8m1pqyl7z6irxhd9tbh8,Section8Search: SIERRA SUNRISE SENIOR APARTMENTS | Section8Search: SIERRA SUNRISE SENIOR APTS I | Section8Search: SIERRA SUNRISE SENIOR APTS II,public_property_directory,https://section8search.org/california/carmichael/sierra-sunrise-senior-apartments/gis9zw8ue5ek64zwc45l6bh7 | https://section8search.org/california/carmichael/sierra-sunrise-senior-apts-i/nkqtyzzp1tk75d98g7ir83l2 | https://section8search.org/california/carmichael/sierra-sunrise-senior-apts-ii/en8m8m1pqyl7z6irxhd9tbh8,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_CAA20100280,DEV_CAA20100280,multi_episode_unit_scope,candidate_sum_components,229,component_lineage_nonoverlap_unconfirmed,candidate_sum_components,226,component_lineage_nonoverlap_unconfirmed,Read the HUD financing components separately. No episode values were summed until the outside record established one physical property and the nonoverlapping component scope.,2026-08-11,public_registry,https://www.sandiego.gov/sites/default/files/legacy/redevelopment-agency/pdf/affhousing/ab987sumdatabase.pdf,Affordable Housing Master List,municipal_record,https://www.sandiego.gov/sites/default/files/legacy/redevelopment-agency/pdf/affhousing/ab987sumdatabase.pdf,development_total_and_affordable,229,exact,226,exact,San Diego reports 229 total and 226 restricted units. Both values exactly equal the two HUD component sums.,2026-08-11,sum_selected_components,229,distinct_components_sum,sum_selected_components,226,distinct_components_sum,San Diego reports 229 total and 226 restricted units. Both values exactly equal the two HUD component sums.,2026-08-11,FALSE
UNITQ_DEV_CAA20130072,DEV_CAA20130072,multi_episode_unit_scope,candidate_use_once,46,equal_counts_with_repeat_lineage,candidate_use_once,46,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/san-bernardino-county/fontana/paseo-verde-family-apts-iii-27786-lihtc,"Paseo Verde Family Apts Iii | Affordable Housing in Fontana, CA",public_property_directory,https://affordablehousinghub.org/housing/california/san-bernardino-county/fontana/paseo-verde-family-apts-iii-27786-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,46,duplicate_reporting_use_once,use_once_reporting_value,46,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA20132001,DEV_CAA20132001,multi_episode_unit_scope,candidate_use_once,40,equal_counts_with_repeat_lineage,candidate_use_once,39,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/alameda-county/oakland/eldridge-gonaway-commons-23-lihtc,"Eldridge Gonaway Commons | Affordable Housing in Oakland, CA",public_property_directory,https://affordablehousinghub.org/housing/california/alameda-county/oakland/eldridge-gonaway-commons-23-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,40,duplicate_reporting_use_once,use_once_reporting_value,39,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA20132004,DEV_CAA20132004,multi_episode_unit_scope,candidate_use_once,62,equal_counts_with_repeat_lineage,candidate_use_once,61,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/los-angeles-county/san-fernando/san-fernando-community-housing-26-lihtc,San Fernando Community Housing | Affordable Housing in San …,public_property_directory,https://affordablehousinghub.org/housing/california/los-angeles-county/san-fernando/san-fernando-community-housing-26-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,62,duplicate_reporting_use_once,use_once_reporting_value,61,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA20140439,DEV_CAA20140439,multi_episode_unit_scope,candidate_use_once,115,equal_counts_with_repeat_lineage,candidate_use_once,114,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/los-angeles/monrovia,"Affordable Housing in Monrovia, CA | Affordable Housing Hub",public_property_directory,https://affordablehousinghub.org/housing/california/los-angeles/monrovia,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,115,duplicate_reporting_use_once,use_once_reporting_value,114,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA20141005,DEV_CAA20141005,multi_episode_unit_scope,candidate_use_once,55,equal_counts_with_repeat_lineage,candidate_use_once,54,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/avalon-apartments-27941-lihtc,"Avalon Apartments | Affordable Housing in Los Angeles, CA",public_property_directory,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/avalon-apartments-27941-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,55,duplicate_reporting_use_once,use_once_reporting_value,54,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA20141006,DEV_CAA20141006,multi_episode_unit_scope,candidate_use_once,100,equal_counts_with_repeat_lineage,candidate_use_once,99,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://jscosccha.com/property/bendorf-drive/,Bendorf Drive Apartments - The John Stewart Company SCCHA,public_property_directory,https://jscosccha.com/property/bendorf-drive/,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,100,duplicate_reporting_use_once,use_once_reporting_value,99,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_CAA20141008,DEV_CAA20141008,multi_episode_unit_scope,candidate_use_once,33,equal_counts_with_repeat_lineage,candidate_use_once,32,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/beswick-senior-apartments-30174-lihtc,"Beswick Senior Apartments | Affordable Housing in Los Angeles, CA",public_property_directory,https://affordablehousinghub.org/housing/california/los-angeles-county/los-angeles/beswick-senior-apartments-30174-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,33,duplicate_reporting_use_once,use_once_reporting_value,32,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
